Metodo;FeatureExtraction;DimReduction;Normalization;NumberComponents;Classifier;ACC01;ACC02;ACC03;ACC04;ACC05;ACC06;ACC07;ACC08;ACC09;ACC10
MobileNet+ResNet50_ReliefF_300_MLP;MobileNet+ResNet50;ReliefF;No;300;MLP;0,8286;0,8286;0,8824;0,8529;0,7059;0,8824;0,8235;0,9706;0,9706;0,9118
MobileNet+ResNet50_ReliefF_300_Logistic;MobileNet+ResNet50;ReliefF;No;300;Logistic;0,8857;0,9143;0,9412;0,8529;0,8235;0,9118;0,8529;0,9706;0,9118;0,9118
MobileNet+ResNet50_ReliefF_300_RandomForest;MobileNet+ResNet50;ReliefF;No;300;RandomForest;0,8571;0,8571;0,8824;0,8824;0,8824;0,8824;0,8824;0,9412;0,9706;0,9412
MobileNet+ResNet50_ReliefF_300_Adaboost;MobileNet+ResNet50;ReliefF;No;300;Adaboost;0,9714;0,9143;0,9118;0,8824;0,7941;0,8824;0,8824;0,9412;0,9412;0,9412
MobileNet+ResNet50_ReliefF_300_Gaussian;MobileNet+ResNet50;ReliefF;No;300;Gaussian;0,8857;0,8857;0,9412;0,8529;0,7941;0,8824;0,8235;0,8824;0,9412;0,8824
MobileNet+ResNet101_ReliefF_250_J48;MobileNet+ResNet101;ReliefF;No;250;J48;0,7429;0,7714;0,7353;0,7059;0,8824;0,7353;0,7941;0,8529;0,7647;0,7941
MobileNet+ResNet101_ReliefF_250_RBF;MobileNet+ResNet101;ReliefF;No;250;RBF;0,8;0,8857;0,9118;0,8824;0,8529;0,9118;0,9412;0,8824;0,9118;0,9706
MobileNet+ResNet101_ReliefF_250_LinearSVM;MobileNet+ResNet101;ReliefF;No;250;LinearSVM;0,8;0,8;0,8824;0,8529;0,8529;0,9118;0,9412;0,9412;0,9412;0,9118
MobileNet+ResNet101_ReliefF_250_MLP;MobileNet+ResNet101;ReliefF;No;250;MLP;0,7714;0,8286;0,8529;0,8529;0,7941;0,8529;0,7941;0,8824;0,9118;0,9412
MobileNet+ResNet101_ReliefF_250_Logistic;MobileNet+ResNet101;ReliefF;No;250;Logistic;0,8;0,8286;0,9118;0,8235;0,8235;0,9118;0,9412;0,9412;0,9706;0,9118
MobileNet+ResNet101_ReliefF_250_RandomForest;MobileNet+ResNet101;ReliefF;No;250;RandomForest;0,8;0,8286;0,9118;0,8824;0,8529;0,9118;0,9118;0,9118;0,9412;0,9118
MobileNet+ResNet101_ReliefF_250_Adaboost;MobileNet+ResNet101;ReliefF;No;250;Adaboost;0,7429;0,8286;0,8529;0,8235;0,8235;1;0,9412;0,8529;0,9118;0,7941
MobileNet+ResNet101_ReliefF_250_Gaussian;MobileNet+ResNet101;ReliefF;No;250;Gaussian;0,8286;0,8571;0,9118;0,8529;0,8235;0,7941;0,9118;0,8235;0,7941;0,9118
ResNet101+DenseNet169_ReliefF_250_J48;ResNet101+DenseNet169;ReliefF;No;250;J48;0,7714;0,6857;0,7059;0,7941;0,8235;0,8235;0,8824;0,6471;0,8235;0,7941
ResNet101+DenseNet169_ReliefF_250_RBF;ResNet101+DenseNet169;ReliefF;No;250;RBF;0,7714;0,8;0,9118;0,8529;0,8529;0,9118;0,9706;0,8824;0,8529;0,8529
ResNet101+DenseNet169_ReliefF_250_LinearSVM;ResNet101+DenseNet169;ReliefF;No;250;LinearSVM;0,8286;0,8;0,8235;0,7647;0,9118;0,8529;0,9412;0,9118;0,9118;0,8824
ResNet101+DenseNet169_ReliefF_250_MLP;ResNet101+DenseNet169;ReliefF;No;250;MLP;0,7429;0,6857;0,8824;0,7941;0,8529;0,7941;0,9412;0,7647;0,8824;0,8235
ResNet101+DenseNet169_ReliefF_250_Logistic;ResNet101+DenseNet169;ReliefF;No;250;Logistic;0,8;0,7714;0,8529;0,8235;0,8235;0,7941;0,9118;0,8235;0,9118;0,7941
ResNet101+DenseNet169_ReliefF_250_RandomForest;ResNet101+DenseNet169;ReliefF;No;250;RandomForest;0,8286;0,8;0,8824;0,8235;0,8529;0,8824;0,9412;0,9412;0,8824;0,8824
ResNet101+DenseNet169_ReliefF_250_Adaboost;ResNet101+DenseNet169;ReliefF;No;250;Adaboost;0,7143;0,8286;0,8235;0,7941;0,8235;0,8529;0,9118;0,9118;0,7941;0,7353
ResNet101+DenseNet169_ReliefF_250_Gaussian;ResNet101+DenseNet169;ReliefF;No;250;Gaussian;0,8;0,8571;0,8529;0,8235;0,8529;0,8529;0,9412;0,7647;0,7353;0,8235
ResNet101+DenseNet121_ReliefF_250_J48;ResNet101+DenseNet121;ReliefF;No;250;J48;0,8;0,8571;0,7647;0,7941;0,8235;0,7647;0,8235;0,8235;0,8235;0,8529
ResNet101+DenseNet121_ReliefF_250_RBF;ResNet101+DenseNet121;ReliefF;No;250;RBF;0,7714;0,8;0,8529;0,8235;0,9118;0,8824;0,9118;0,9118;0,9118;0,8235
ResNet101+DenseNet121_ReliefF_250_LinearSVM;ResNet101+DenseNet121;ReliefF;No;250;LinearSVM;0,8286;0,8;0,8235;0,7647;0,9118;0,8824;0,9118;0,8235;0,9412;0,8529
ResNet101+DenseNet121_ReliefF_250_MLP;ResNet101+DenseNet121;ReliefF;No;250;MLP;0,8;0,7429;0,8529;0,8529;0,8529;0,8529;0,9118;0,7353;0,8529;0,7941
ResNet101+DenseNet121_ReliefF_250_Logistic;ResNet101+DenseNet121;ReliefF;No;250;Logistic;0,8286;0,8286;0,8235;0,7941;0,8824;0,8235;0,9412;0,7941;0,9118;0,8235
ResNet101+DenseNet121_ReliefF_250_RandomForest;ResNet101+DenseNet121;ReliefF;No;250;RandomForest;0,8571;0,8286;0,8529;0,8529;0,8529;0,9118;0,9118;0,9118;0,9118;0,8824
ResNet101+DenseNet121_ReliefF_250_Adaboost;ResNet101+DenseNet121;ReliefF;No;250;Adaboost;0,8286;0,7429;0,8529;0,8235;0,8529;0,8824;0,8824;0,8529;0,7647;0,7941
ResNet101+DenseNet121_ReliefF_250_Gaussian;ResNet101+DenseNet121;ReliefF;No;250;Gaussian;0,7429;0,8;0,7647;0,7647;0,8824;0,8529;0,9412;0,7941;0,7059;0,7647
ResNet101+MobileNetV2_ReliefF_250_J48;ResNet101+MobileNetV2;ReliefF;No;250;J48;0,6571;0,7429;0,8824;0,7941;0,8529;0,7059;0,9412;0,8824;0,9118;0,7647
ResNet101+MobileNetV2_ReliefF_250_RBF;ResNet101+MobileNetV2;ReliefF;No;250;RBF;0,8;0,8;0,9118;0,8235;0,8824;0,8824;0,9118;0,9118;0,9412;0,8824
ResNet101+MobileNetV2_ReliefF_250_LinearSVM;ResNet101+MobileNetV2;ReliefF;No;250;LinearSVM;0,8857;0,7143;0,9118;0,7647;0,8824;0,9118;0,8235;0,9412;0,8824;0,8235
ResNet101+MobileNetV2_ReliefF_250_MLP;ResNet101+MobileNetV2;ReliefF;No;250;MLP;0,8571;0,8571;0,8824;0,7647;0,9118;0,8235;0,8235;0,7941;0,9412;0,9118
ResNet101+MobileNetV2_ReliefF_250_Logistic;ResNet101+MobileNetV2;ReliefF;No;250;Logistic;0,8571;0,7429;0,9118;0,7647;0,9412;0,8824;0,9412;0,8824;0,9118;0,8235
ResNet101+MobileNetV2_ReliefF_250_RandomForest;ResNet101+MobileNetV2;ReliefF;No;250;RandomForest;0,8286;0,8286;0,8824;0,9118;0,9118;0,8824;0,9412;0,9706;0,9412;0,9118
ResNet101+MobileNetV2_ReliefF_250_Adaboost;ResNet101+MobileNetV2;ReliefF;No;250;Adaboost;0,8286;0,8;0,8824;0,8529;0,9118;0,8235;0,8824;0,9412;0,8529;0,9412
ResNet101+MobileNetV2_ReliefF_250_Gaussian;ResNet101+MobileNetV2;ReliefF;No;250;Gaussian;0,8286;0,8571;0,8824;0,8235;0,8529;0,8235;0,8529;0,8235;0,7353;0,8529
EfficientNetB0+MobileNet_ReliefF_250_J48;EfficientNetB0+MobileNet;ReliefF;No;250;J48;0,6571;0,8286;0,7941;0,7941;0,7059;0,6765;0,8529;0,5882;0,8824;0,7647
EfficientNetB0+MobileNet_ReliefF_250_RBF;EfficientNetB0+MobileNet;ReliefF;No;250;RBF;0,8;0,9143;0,9118;0,8824;0,8824;0,8824;0,8529;0,9412;0,8824;0,9706
EfficientNetB0+MobileNet_ReliefF_250_LinearSVM;EfficientNetB0+MobileNet;ReliefF;No;250;LinearSVM;0,9143;0,9429;0,9118;0,8529;0,8529;0,9118;0,8824;0,9118;0,9118;0,8529
EfficientNetB0+MobileNet_ReliefF_250_MLP;EfficientNetB0+MobileNet;ReliefF;No;250;MLP;0,8571;0,8857;0,8824;0,7941;0,7941;0,9118;0,8235;0,7941;0,9118;0,8824
EfficientNetB0+MobileNet_ReliefF_250_Logistic;EfficientNetB0+MobileNet;ReliefF;No;250;Logistic;0,9143;0,9429;0,9118;0,8824;0,8235;0,9412;0,8529;0,9412;0,9118;0,9118
EfficientNetB0+MobileNet_ReliefF_250_RandomForest;EfficientNetB0+MobileNet;ReliefF;No;250;RandomForest;0,8;0,9143;0,8824;0,9118;0,8235;0,8824;0,8529;0,9118;0,9118;0,9706
EfficientNetB0+MobileNet_ReliefF_250_Adaboost;EfficientNetB0+MobileNet;ReliefF;No;250;Adaboost;0,8286;0,9429;0,8235;0,8529;0,7941;0,8824;0,8235;0,9706;0,8529;0,9412
EfficientNetB0+MobileNet_ReliefF_250_Gaussian;EfficientNetB0+MobileNet;ReliefF;No;250;Gaussian;0,8571;0,8571;0,9412;0,8235;0,7647;0,7941;0,9412;0,9412;0,8529;0,9412
MobileNet+ResNet50_ReliefF_250_J48;MobileNet+ResNet50;ReliefF;No;250;J48;0,7714;0,6857;0,7941;0,8529;0,6471;0,8235;0,8235;0,8529;0,7941;0,7647
MobileNet+ResNet50_ReliefF_250_RBF;MobileNet+ResNet50;ReliefF;No;250;RBF;0,8286;0,9429;0,8824;0,8824;0,8529;0,9118;0,8824;0,9706;0,9412;0,9706
MobileNet+ResNet50_ReliefF_250_LinearSVM;MobileNet+ResNet50;ReliefF;No;250;LinearSVM;0,8571;0,9143;0,8529;0,8235;0,8529;0,8824;0,8529;0,9706;0,8824;0,9412
MobileNet+ResNet50_ReliefF_250_MLP;MobileNet+ResNet50;ReliefF;No;250;MLP;0,8571;0,8571;0,8824;0,8235;0,7941;0,7941;0,7941;0,8824;0,9412;0,8529
MobileNet+ResNet50_ReliefF_250_Logistic;MobileNet+ResNet50;ReliefF;No;250;Logistic;0,8857;0,9143;0,9118;0,9118;0,8529;0,9118;0,8529;0,9706;0,8824;0,9706
MobileNet+ResNet50_ReliefF_250_RandomForest;MobileNet+ResNet50;ReliefF;No;250;RandomForest;0,8571;0,9429;0,9118;0,9118;0,8529;0,8824;0,8529;0,9412;0,9706;0,9118
MobileNet+ResNet50_ReliefF_250_Adaboost;MobileNet+ResNet50;ReliefF;No;250;Adaboost;0,8286;0,9143;0,8824;0,8824;0,7941;0,8824;0,8529;0,9118;0,9706;0,9118
MobileNet+ResNet50_ReliefF_250_Gaussian;MobileNet+ResNet50;ReliefF;No;250;Gaussian;0,8571;0,8857;0,9412;0,8529;0,8235;0,8824;0,8235;0,8824;0,9706;0,9118
MobileNet+ResNet101_ReliefF_200_J48;MobileNet+ResNet101;ReliefF;No;200;J48;0,6857;0,7143;0,7353;0,7647;0,8824;0,7059;0,7941;0,8529;0,8529;0,8235
MobileNet+ResNet101_ReliefF_200_RBF;MobileNet+ResNet101;ReliefF;No;200;RBF;0,8286;0,8857;0,9118;0,8824;0,8529;0,9118;0,9412;0,8824;0,9412;0,9118
MobileNet+ResNet101_ReliefF_200_LinearSVM;MobileNet+ResNet101;ReliefF;No;200;LinearSVM;0,8;0,8571;0,8824;0,8529;0,8529;0,9118;0,9412;0,9118;0,9706;0,8529
MobileNet+ResNet101_ReliefF_200_MLP;MobileNet+ResNet101;ReliefF;No;200;MLP;0,7143;0,8571;0,8235;0,8529;0,7941;0,9118;0,8235;0,8529;0,9118;0,8235
MobileNet+ResNet101_ReliefF_200_Logistic;MobileNet+ResNet101;ReliefF;No;200;Logistic;0,8;0,8571;0,9118;0,8824;0,8235;0,9118;0,9412;0,9118;0,9706;0,7941
MobileNet+ResNet101_ReliefF_200_RandomForest;MobileNet+ResNet101;ReliefF;No;200;RandomForest;0,8571;0,8286;0,8529;0,9118;0,8529;0,8824;0,9412;0,9118;0,9412;0,8529
MobileNet+ResNet101_ReliefF_200_Adaboost;MobileNet+ResNet101;ReliefF;No;200;Adaboost;0,8;0,9143;0,8235;0,8824;0,7941;0,9118;0,9412;0,8824;0,9118;0,8529
MobileNet+ResNet101_ReliefF_200_Gaussian;MobileNet+ResNet101;ReliefF;No;200;Gaussian;0,8;0,8571;0,9118;0,8529;0,8529;0,8235;0,9118;0,8235;0,7941;0,9118
ResNet101+DenseNet169_ReliefF_200_J48;ResNet101+DenseNet169;ReliefF;No;200;J48;0,7143;0,6571;0,7647;0,7353;0,8235;0,8529;0,9412;0,6765;0,9118;0,8235
ResNet101+DenseNet169_ReliefF_200_RBF;ResNet101+DenseNet169;ReliefF;No;200;RBF;0,7714;0,8;0,8824;0,8235;0,8529;0,9118;0,9706;0,9118;0,9118;0,8235
ResNet101+DenseNet169_ReliefF_200_LinearSVM;ResNet101+DenseNet169;ReliefF;No;200;LinearSVM;0,8286;0,7714;0,8235;0,7941;0,8824;0,9118;0,9118;0,8529;0,8824;0,8529
ResNet101+DenseNet169_ReliefF_200_MLP;ResNet101+DenseNet169;ReliefF;No;200;MLP;0,8286;0,6571;0,9118;0,8235;0,8824;0,7941;0,9118;0,8235;0,8824;0,7941
ResNet101+DenseNet169_ReliefF_200_Logistic;ResNet101+DenseNet169;ReliefF;No;200;Logistic;0,8857;0,8;0,8529;0,8235;0,8235;0,8824;0,9118;0,8529;0,9118;0,7647
ResNet101+DenseNet169_ReliefF_200_RandomForest;ResNet101+DenseNet169;ReliefF;No;200;RandomForest;0,8286;0,8;0,8824;0,8824;0,8529;0,8824;0,9118;0,9412;0,9706;0,8824
ResNet101+DenseNet169_ReliefF_200_Adaboost;ResNet101+DenseNet169;ReliefF;No;200;Adaboost;0,8286;0,8;0,9118;0,8235;0,7941;0,8529;0,9118;0,9412;0,8235;0,7941
ResNet101+DenseNet169_ReliefF_200_Gaussian;ResNet101+DenseNet169;ReliefF;No;200;Gaussian;0,8286;0,8571;0,8235;0,8529;0,9118;0,8529;0,9118;0,7941;0,7647;0,7941
ResNet101+DenseNet121_ReliefF_200_J48;ResNet101+DenseNet121;ReliefF;No;200;J48;0,7714;0,8286;0,8529;0,7353;0,8235;0,7059;0,8235;0,8529;0,8235;0,8235
ResNet101+DenseNet121_ReliefF_200_RBF;ResNet101+DenseNet121;ReliefF;No;200;RBF;0,7714;0,8;0,8529;0,8824;0,9118;0,8824;0,9118;0,8824;0,9118;0,8235
ResNet101+DenseNet121_ReliefF_200_LinearSVM;ResNet101+DenseNet121;ReliefF;No;200;LinearSVM;0,8571;0,8;0,8824;0,7941;0,9412;0,8235;0,9412;0,8529;0,9118;0,8529
ResNet101+DenseNet121_ReliefF_200_MLP;ResNet101+DenseNet121;ReliefF;No;200;MLP;0,7429;0,6857;0,8235;0,7647;0,8824;0,8824;0,8824;0,8529;0,8529;0,8824
ResNet101+DenseNet121_ReliefF_200_Logistic;ResNet101+DenseNet121;ReliefF;No;200;Logistic;0,8857;0,8286;0,8235;0,7647;0,8824;0,8235;0,9118;0,8824;0,9412;0,8235
ResNet101+DenseNet121_ReliefF_200_RandomForest;ResNet101+DenseNet121;ReliefF;No;200;RandomForest;0,8571;0,8;0,8529;0,8824;0,8824;0,8824;0,9118;0,9706;0,9118;0,7941
ResNet101+DenseNet121_ReliefF_200_Adaboost;ResNet101+DenseNet121;ReliefF;No;200;Adaboost;0,8571;0,8;0,8529;0,8235;0,8529;0,8824;0,9118;0,8529;0,7647;0,8235
ResNet101+DenseNet121_ReliefF_200_Gaussian;ResNet101+DenseNet121;ReliefF;No;200;Gaussian;0,8286;0,8;0,7941;0,7941;0,9118;0,8529;0,9412;0,7941;0,7353;0,8235
ResNet101+MobileNetV2_ReliefF_200_J48;ResNet101+MobileNetV2;ReliefF;No;200;J48;0,8571;0,7714;0,8235;0,8235;0,7941;0,7647;0,8824;0,8529;0,8529;0,8235
ResNet101+MobileNetV2_ReliefF_200_RBF;ResNet101+MobileNetV2;ReliefF;No;200;RBF;0,7714;0,8;0,8529;0,8235;0,9118;0,8824;0,9118;0,9118;0,9118;0,8824
ResNet101+MobileNetV2_ReliefF_200_LinearSVM;ResNet101+MobileNetV2;ReliefF;No;200;LinearSVM;0,8857;0,7429;0,8824;0,7941;0,9118;0,9118;0,9118;0,8824;0,9118;0,8529
ResNet101+MobileNetV2_ReliefF_200_MLP;ResNet101+MobileNetV2;ReliefF;No;200;MLP;0,7429;0,8571;0,8824;0,8529;0,8824;0,8529;0,9118;0,8529;0,9118;0,8824
ResNet101+MobileNetV2_ReliefF_200_Logistic;ResNet101+MobileNetV2;ReliefF;No;200;Logistic;0,8571;0,7143;0,8824;0,7647;0,9412;0,8529;0,9118;0,8824;0,9412;0,8529
ResNet101+MobileNetV2_ReliefF_200_RandomForest;ResNet101+MobileNetV2;ReliefF;No;200;RandomForest;0,8;0,8286;0,8529;0,8824;0,8824;0,8824;0,9412;0,9706;0,9412;0,9118
ResNet101+MobileNetV2_ReliefF_200_Adaboost;ResNet101+MobileNetV2;ReliefF;No;200;Adaboost;0,8857;0,7429;0,9118;0,7647;0,8824;0,8529;0,8824;0,9118;0,8824;0,8529
ResNet101+MobileNetV2_ReliefF_200_Gaussian;ResNet101+MobileNetV2;ReliefF;No;200;Gaussian;0,8286;0,8857;0,8824;0,8824;0,9412;0,8235;0,8235;0,8235;0,8235;0,9118
EfficientNetB0+MobileNet_ReliefF_200_J48;EfficientNetB0+MobileNet;ReliefF;No;200;J48;0,6286;0,8286;0,7353;0,7941;0,7059;0,7059;0,8235;0,6471;0,8529;0,7353
EfficientNetB0+MobileNet_ReliefF_200_RBF;EfficientNetB0+MobileNet;ReliefF;No;200;RBF;0,8286;0,9429;0,9118;0,8824;0,8824;0,8529;0,8529;0,9706;0,8824;0,9706
EfficientNetB0+MobileNet_ReliefF_200_LinearSVM;EfficientNetB0+MobileNet;ReliefF;No;200;LinearSVM;0,8857;0,9143;0,8824;0,8235;0,8235;0,8824;0,9118;0,9412;0,8824;0,8529
EfficientNetB0+MobileNet_ReliefF_200_MLP;EfficientNetB0+MobileNet;ReliefF;No;200;MLP;0,7714;0,8286;0,9118;0,8824;0,7353;0,8824;0,7647;0,8529;0,9118;0,8824
EfficientNetB0+MobileNet_ReliefF_200_Logistic;EfficientNetB0+MobileNet;ReliefF;No;200;Logistic;0,8857;0,9143;0,9118;0,8824;0,8529;0,8824;0,8824;0,9412;0,8824;0,9118
EfficientNetB0+MobileNet_ReliefF_200_RandomForest;EfficientNetB0+MobileNet;ReliefF;No;200;RandomForest;0,8571;0,9143;0,8824;0,8529;0,8529;0,8529;0,8529;0,9118;0,8824;0,9706
EfficientNetB0+MobileNet_ReliefF_200_Adaboost;EfficientNetB0+MobileNet;ReliefF;No;200;Adaboost;0,8;0,9714;0,8529;0,8235;0,7353;0,8235;0,9118;0,9118;0,9118;0,9412
EfficientNetB0+MobileNet_ReliefF_200_Gaussian;EfficientNetB0+MobileNet;ReliefF;No;200;Gaussian;0,8;0,9143;0,9118;0,8529;0,8235;0,7941;0,9118;0,9706;0,8529;0,8824
MobileNet+ResNet50_ReliefF_200_J48;MobileNet+ResNet50;ReliefF;No;200;J48;0,7143;0,6571;0,8529;0,8824;0,6471;0,7059;0,7941;0,8529;0,7059;0,7059
MobileNet+ResNet50_ReliefF_200_RBF;MobileNet+ResNet50;ReliefF;No;200;RBF;0,8286;0,9429;0,8824;0,8824;0,8529;0,9118;0,8529;0,9706;0,9412;0,9706
MobileNet+ResNet50_ReliefF_200_LinearSVM;MobileNet+ResNet50;ReliefF;No;200;LinearSVM;0,8571;0,9143;0,8824;0,8824;0,8235;0,8529;0,9118;0,9706;0,8824;0,9118
MobileNet+ResNet50_ReliefF_200_MLP;MobileNet+ResNet50;ReliefF;No;200;MLP;0,7714;0,8571;0,9118;0,8235;0,7941;0,7941;0,7353;0,8824;0,9118;0,8824
MobileNet+ResNet50_ReliefF_200_Logistic;MobileNet+ResNet50;ReliefF;No;200;Logistic;0,8571;0,8571;0,9118;0,8824;0,8235;0,8824;0,8824;0,9706;0,8824;0,8824
MobileNet+ResNet50_ReliefF_200_RandomForest;MobileNet+ResNet50;ReliefF;No;200;RandomForest;0,8857;0,9429;0,8824;0,9118;0,8529;0,8824;0,9118;0,9412;0,9706;0,9412
MobileNet+ResNet50_ReliefF_200_Adaboost;MobileNet+ResNet50;ReliefF;No;200;Adaboost;0,8857;0,8571;0,8824;0,8824;0,8235;0,8824;0,9118;0,8824;0,8529;0,9118
MobileNet+ResNet50_ReliefF_200_Gaussian;MobileNet+ResNet50;ReliefF;No;200;Gaussian;0,8857;0,8857;0,9412;0,8235;0,8235;0,8529;0,8235;0,9118;0,9706;0,9118
MobileNet+ResNet101_ReliefF_150_J48;MobileNet+ResNet101;ReliefF;No;150;J48;0,7714;0,7429;0,8529;0,7353;0,8529;0,7059;0,8235;0,8824;0,7941;0,8235
MobileNet+ResNet101_ReliefF_150_RBF;MobileNet+ResNet101;ReliefF;No;150;RBF;0,8;0,8571;0,9118;0,8529;0,8529;0,9118;0,9706;0,8824;0,9118;0,9118
MobileNet+ResNet101_ReliefF_150_LinearSVM;MobileNet+ResNet101;ReliefF;No;150;LinearSVM;0,8286;0,8571;0,8824;0,8529;0,8235;0,9412;0,9412;0,9118;0,9118;0,8824
MobileNet+ResNet101_ReliefF_150_MLP;MobileNet+ResNet101;ReliefF;No;150;MLP;0,6857;0,8571;0,8824;0,8235;0,7353;0,9118;0,9412;0,9118;0,9118;0,8235
MobileNet+ResNet101_ReliefF_150_Logistic;MobileNet+ResNet101;ReliefF;No;150;Logistic;0,8286;0,8857;0,9118;0,8529;0,8235;0,9118;0,9118;0,9118;0,9118;0,9118
MobileNet+ResNet101_ReliefF_150_RandomForest;MobileNet+ResNet101;ReliefF;No;150;RandomForest;0,8571;0,8286;0,8529;0,8824;0,8529;0,9706;0,9706;0,9118;0,9412;0,8529
MobileNet+ResNet101_ReliefF_150_Adaboost;MobileNet+ResNet101;ReliefF;No;150;Adaboost;0,8286;0,8286;0,9118;0,8824;0,8235;0,9118;0,8529;0,8824;0,8529;0,7941
MobileNet+ResNet101_ReliefF_150_Gaussian;MobileNet+ResNet101;ReliefF;No;150;Gaussian;0,8286;0,8857;0,9118;0,8824;0,8235;0,8529;0,9118;0,8824;0,8529;0,8824
ResNet101+DenseNet169_ReliefF_150_J48;ResNet101+DenseNet169;ReliefF;No;150;J48;0,7429;0,6857;0,8529;0,7353;0,8529;0,8529;0,9118;0,8824;0,8529;0,8529
ResNet101+DenseNet169_ReliefF_150_RBF;ResNet101+DenseNet169;ReliefF;No;150;RBF;0,7714;0,8;0,8235;0,8529;0,8529;0,9118;0,9118;0,8529;0,8529;0,8235
ResNet101+DenseNet169_ReliefF_150_LinearSVM;ResNet101+DenseNet169;ReliefF;No;150;LinearSVM;0,8286;0,7714;0,8235;0,8235;0,8824;0,8529;0,9412;0,8529;0,9118;0,8824
ResNet101+DenseNet169_ReliefF_150_MLP;ResNet101+DenseNet169;ReliefF;No;150;MLP;0,7714;0,7143;0,8529;0,8824;0,8529;0,7941;0,9118;0,8529;0,8824;0,7647
ResNet101+DenseNet169_ReliefF_150_Logistic;ResNet101+DenseNet169;ReliefF;No;150;Logistic;0,8286;0,8;0,8235;0,8824;0,8529;0,8529;0,9118;0,8824;0,8824;0,8235
ResNet101+DenseNet169_ReliefF_150_RandomForest;ResNet101+DenseNet169;ReliefF;No;150;RandomForest;0,8286;0,8;0,8529;0,8529;0,9118;0,9118;0,9118;0,9118;0,9412;0,8824
ResNet101+DenseNet169_ReliefF_150_Adaboost;ResNet101+DenseNet169;ReliefF;No;150;Adaboost;0,8286;0,8286;0,9118;0,8235;0,8235;0,8824;1;0,8824;0,8529;0,7941
ResNet101+DenseNet169_ReliefF_150_Gaussian;ResNet101+DenseNet169;ReliefF;No;150;Gaussian;0,8286;0,8857;0,8529;0,8529;0,9412;0,8529;0,9118;0,8235;0,8235;0,8235
ResNet101+DenseNet121_ReliefF_150_J48;ResNet101+DenseNet121;ReliefF;No;150;J48;0,7143;0,7429;0,7941;0,7353;0,8529;0,7353;0,7647;0,7647;0,8529;0,7353
ResNet101+DenseNet121_ReliefF_150_RBF;ResNet101+DenseNet121;ReliefF;No;150;RBF;0,7714;0,8;0,8529;0,8824;0,9118;0,8824;0,9412;0,8824;0,9412;0,8529
ResNet101+DenseNet121_ReliefF_150_LinearSVM;ResNet101+DenseNet121;ReliefF;No;150;LinearSVM;0,8571;0,8;0,9118;0,7941;0,8824;0,8235;0,9118;0,8824;0,9412;0,8529
ResNet101+DenseNet121_ReliefF_150_MLP;ResNet101+DenseNet121;ReliefF;No;150;MLP;0,7714;0,6857;0,8529;0,8235;0,8824;0,7941;0,9412;0,7941;0,9118;0,8529
ResNet101+DenseNet121_ReliefF_150_Logistic;ResNet101+DenseNet121;ReliefF;No;150;Logistic;0,8;0,8;0,9118;0,8235;0,9118;0,8235;0,8824;0,8235;0,9412;0,8235
ResNet101+DenseNet121_ReliefF_150_RandomForest;ResNet101+DenseNet121;ReliefF;No;150;RandomForest;0,8286;0,8;0,8824;0,8529;0,8824;0,9118;0,9118;0,9412;0,9118;0,8824
ResNet101+DenseNet121_ReliefF_150_Adaboost;ResNet101+DenseNet121;ReliefF;No;150;Adaboost;0,7714;0,7714;0,8824;0,8824;0,8529;0,8235;0,9118;0,8529;0,9118;0,8235
ResNet101+DenseNet121_ReliefF_150_Gaussian;ResNet101+DenseNet121;ReliefF;No;150;Gaussian;0,8286;0,8286;0,8235;0,8824;0,9412;0,8529;0,9118;0,7941;0,8235;0,8529
ResNet101+MobileNetV2_ReliefF_150_J48;ResNet101+MobileNetV2;ReliefF;No;150;J48;0,7429;0,7714;0,8529;0,7941;0,8235;0,6176;0,7941;0,8529;0,8529;0,7059
ResNet101+MobileNetV2_ReliefF_150_RBF;ResNet101+MobileNetV2;ReliefF;No;150;RBF;0,8;0,8;0,8529;0,8824;0,9118;0,8824;0,9118;0,8824;0,9412;0,8824
ResNet101+MobileNetV2_ReliefF_150_LinearSVM;ResNet101+MobileNetV2;ReliefF;No;150;LinearSVM;0,8286;0,8286;0,9412;0,7353;0,8824;0,9118;0,7647;0,8235;0,9118;0,8824
ResNet101+MobileNetV2_ReliefF_150_MLP;ResNet101+MobileNetV2;ReliefF;No;150;MLP;0,7714;0,8;0,9118;0,8824;0,7941;0,8824;0,9118;0,8235;0,8824;0,8824
ResNet101+MobileNetV2_ReliefF_150_Logistic;ResNet101+MobileNetV2;ReliefF;No;150;Logistic;0,8;0,7429;0,9118;0,7941;0,8529;0,9118;0,8529;0,9118;0,9412;0,8824
ResNet101+MobileNetV2_ReliefF_150_RandomForest;ResNet101+MobileNetV2;ReliefF;No;150;RandomForest;0,8;0,8857;0,8235;0,9118;0,9118;0,8824;0,9118;0,9118;0,9412;0,9118
ResNet101+MobileNetV2_ReliefF_150_Adaboost;ResNet101+MobileNetV2;ReliefF;No;150;Adaboost;0,8286;0,8857;0,8824;0,8529;0,8824;0,9118;0,8824;0,9118;0,9412;0,8235
ResNet101+MobileNetV2_ReliefF_150_Gaussian;ResNet101+MobileNetV2;ReliefF;No;150;Gaussian;0,8;0,8857;0,8824;0,8824;0,9412;0,8529;0,8824;0,8235;0,7941;0,8824
